0.0000000000000000e+00 2.5394119779246000e-12 -4.1662373092906617e-13 3.6284342408141271e-12
1.0000000000000000e-02 -2.2385117321889658e+00 4.0531842780961447e-01 2.3800760154859948e-01
2.0000000000000000e-02 -4.0356192971178757e+00 6.5577634278873742e-01 4.5404882752911158e-01
2.9999999999999999e-02 -5.4901614297042327e+00 7.8828979966049617e-01 6.5230097906307549e-01
4.0000000000000001e-02 -6.6733603211934280e+00 8.2920982452688896e-01 8.3585593327983621e-01
5.0000000000000003e-02 -7.6379270036218703e+00 7.9785078574062973e-01 1.0070636183745305e+00
5.9999999999999998e-02 -8.4237610947599517e+00 7.0868833302535517e-01 1.1677503596052934e+00
7.0000000000000007e-02 -9.0616516724881073e+00 5.7277958002800244e-01 1.3193628482993218e+00
8.0000000000000002e-02 -9.5757563248367390e+00 3.9870976232390154e-01 1.4630660684066250e+00
8.9999999999999997e-02 -9.9853069693231404e+00 1.9324041241526810e-01 1.5998117145725888e+00
1.0000000000000001e-01 -1.0305811415678864e+01 -3.8236346460843194e-02 1.7303871223450149e+00
1.1000000000000000e-01 -1.0549917336103819e+01 -2.9137279007400035e-01 1.8554509865287439e+00
1.2000000000000000e-01 -1.0728044930786808e+01 -5.6262880788774661e-01 1.9755599132204871e+00
1.3000000000000000e-01 -1.0848857820120902e+01 -8.4909657282135709e-01 2.0911884804668226e+00
1.4000000000000001e-01 -1.0919618692841372e+01 -1.1483688122996700e+00 2.2027446167511044e+00
1.4999999999999999e-01 -1.0946461485962166e+01 -1.4584385289559143e+00 2.3105815460576240e+00
1.6000000000000000e-01 -1.0934602198362224e+01 -1.7776217475305680e+00 2.4150071773360104e+00
1.7000000000000001e-01 -1.0888503968586528e+01 -2.1044973511788925e+00 2.5162915657578320e+00
1.7999999999999999e-01 -1.0812007639415530e+01 -2.4378597592980857e+00 2.6146729009910485e+00
1.9000000000000000e-01 -1.0708435979144639e+01 -2.7766813651499573e+00 2.7103623573877877e+00
2.0000000000000001e-01 -1.0580677583296710e+01 -3.1200824690467441e+00 2.8035480555996317e+00
2.0999999999999999e-01 -1.0431254950390528e+01 -3.4673070239568027e+00 2.8943983237041970e+00
2.2000000000000000e-01 -1.0262380120441167e+01 -3.8177029287662032e+00 2.9830644011587961e+00
2.3000000000000001e-01 -1.0076000457402758e+01 -4.1707059092564238e+00 3.0696826958826771e+00
2.3999999999999999e-01 -9.8738365601454383e+00 -4.5258262514071337e+00 3.1543766801535900e+00
2.5000000000000000e-01 -9.6574138411798334e+00 -4.8826378187502115e+00 3.2372584924616432e+00
2.6000000000000001e-01 -9.4280889766647054e+00 -5.2407689110705249e+00 3.3184302983613554e+00
2.7000000000000002e-01 -9.1870721759583081e+00 -5.5998946169466732e+00 3.3979854525416080e+00
2.8000000000000003e-01 -8.5874531081686776e+00 -5.7168019536585017e+00 3.3369683917380502e+00
2.8999999999999998e-01 -8.0673616118322151e+00 -5.7900482705551131e+00 3.2746612700565576e+00
2.9999999999999999e-01 -7.6098375604428670e+00 -5.8302533407524546e+00 3.2117753100452395e+00
3.1000000000000000e-01 -7.2026203881930400e+00 -5.8449350053959730e+00 3.1487715646011454e+00
3.2000000000000001e-01 -6.8365937558428858e+00 -5.8395654667494883e+00 3.0859536218035597e+00
3.3000000000000002e-01 -6.5048169500095163e+00 -5.8182219007317837e+00 3.0235229301211852e+00
3.4000000000000002e-01 -6.2018980530535623e+00 -5.7840028624617696e+00 2.9616130534916860e+00
3.5000000000000003e-01 -5.9235748560096857e+00 -5.7393036008528755e+00 2.9003115437784714e+00
3.5999999999999999e-01 -5.6664267097328711e+00 -5.6860032419374109e+00 2.8396742747676083e+00
3.7000000000000000e-01 -5.4276715260308892e+00 -5.6255951758090328e+00 2.7797350460882106e+00
3.8000000000000000e-01 -5.2050196819850676e+00 -5.5592798316791159e+00 2.7205121407505040e+00
3.9000000000000001e-01 -4.9965668734163895e+00 -5.4880319425230013e+00 2.6620128756079517e+00
4.0000000000000002e-01 -4.8007142009696624e+00 -5.4126501364414681e+00 2.6042368029163776e+00
4.1000000000000003e-01 -4.6161076616313839e+00 -5.3337940502828642e+00 2.5471779893289201e+00
4.1999999999999998e-01 -4.4415917060341874e+00 -5.2520124826755925e+00 2.4908266540958679e+00
4.2999999999999999e-01 -4.2761731495097255e+00 -5.1677650126771253e+00 2.4351703560616733e+00
4.4000000000000000e-01 -4.1189928118959891e+00 -5.0814387864493353e+00 2.3801948590970476e+00
4.5000000000000001e-01 -3.9693030007580199e+00 -4.9933616851510356e+00 2.3258847659003514e+00
4.6000000000000002e-01 -3.8264494645666778e+00 -4.9038127509266003e+00 2.2722239833779456e+00
4.7000000000000003e-01 -3.6898568021746700e+00 -4.8130305130648923e+00 2.2191960645566491e+00
4.7999999999999998e-01 -3.5590165714509512e+00 -4.7212196901203747e+00 2.1667844593404104e+00
4.8999999999999999e-01 -3.4334775252439802e+00 -4.6285566244785263e+00 2.1149726975618508e+00
5.0000000000000000e-01 -3.3128375383460718e+00 -4.5351937191978786e+00 2.0637445214970653e+00
5.1000000000000001e-01 -3.1967368893350785e+00 -4.4412630833198818e+00 2.0130839805116691e+00
5.2000000000000002e-01 -3.0848526360514210e+00 -4.3468795446049677e+00 1.9629754972516136e+00
5.3000000000000003e-01 -2.9768938799765623e+00 -4.2521431532548846e+00 1.9134039124179851e+00
5.4000000000000004e-01 -2.8725977578131658e+00 -4.1571412734100663e+00 1.8643545134190109e+00
5.5000000000000004e-01 -2.7717260316218435e+00 -4.0619503387903997e+00 1.8158130508989401e+00
5.6000000000000005e-01 -2.6740621744635562e+00 -3.9666373331467608e+00 1.7677657461786653e+00
5.7000000000000006e-01 -2.5794088684647378e+00 -3.8712610440270256e+00 1.7201992919188815e+00
5.7999999999999996e-01 -2.4875858479120896e+00 -3.7758731288700664e+00 1.6731008477700631e+00
5.8999999999999997e-01 -2.3984280323956142e+00 -3.6805190249871860e+00 1.6264580323590678e+00
5.9999999999999998e-01 -2.3117839048993662e+00 -3.5852387290985503e+00 1.5802589126461137e+00
6.0999999999999999e-01 -2.2275140976531747e+00 -3.4900674674070373e+00 1.5344919914441177e+00
6.2000000000000000e-01 -2.1454901549331651e+00 -3.3950362734452533e+00 1.4891461937067836e+00
6.3000000000000000e-01 -2.0655934471615969e+00 -3.3001724879190686e+00 1.4442108520486328e+00
6.4000000000000001e-01 -1.9877142148593274e+00 -3.2055001923365301e+00 1.3996756918497244e+00
6.5000000000000002e-01 -1.9117507244425034e+00 -3.1110405862339787e+00 1.3555308162121968e+00
6.6000000000000003e-01 -1.8376085206810961e+00 -3.0168123161982070e+00 1.3117666909694978e+00
6.7000000000000004e-01 -1.7651997629700891e+00 -2.9228317635616063e+00 1.2683741298976243e+00
6.8000000000000005e-01 -1.6944426344986785e+00 -2.8291132965594068e+00 1.2253442802377461e+00
6.9000000000000006e-01 -1.6252608150134642e+00 -2.7356694918392277e+00 1.1826686086086047e+00
7.0000000000000007e-01 -1.5575830092177523e+00 -2.6425113294674918e+00 1.1403388873630347e+00
7.0999999999999996e-01 -1.4913425239784295e+00 -2.5496483649564436e+00 1.0983471814242647e+00
7.1999999999999997e-01 -1.4264768884627477e+00 -2.4570888813168148e+00 1.0566858356235440e+00
7.2999999999999998e-01 -1.3629275121307169e+00 -2.3648400237062726e+00 1.0153474625494368e+00
7.3999999999999999e-01 -1.3006393761898065e+00 -2.2729079188779702e+00 9.7432493091098027e-01
7.5000000000000000e-01 -1.2395607546977518e+00 -2.1812977813248882e+00 9.3361135441037280e-01
7.6000000000000001e-01 -1.1796429619932787e+00 -2.0900140077543932e+00 8.9320008111639915e-01
7.7000000000000002e-01 -1.1208401235571437e+00 -1.9990602613057233e+00 8.5308468332617293e-01
7.8000000000000003e-01 -1.0631089677684900e+00 -1.9084395467343658e+00 8.1325894790044861e-01
7.9000000000000004e-01 -1.0064086363334583e+00 -1.8181542776262125e+00 7.7371686705609310e-01
8.0000000000000004e-01 -9.5070051143207390e-01 -1.7282063365665505e+00 7.3445262959813240e-01
8.1000000000000005e-01 -8.9594805786213305e-01 -1.6385971290706896e+00 6.9546061257331659e-01
8.2000000000000006e-01 -8.4211667866056095e-01 -1.5493276319813665e+00 6.5673537332680465e-01
8.3000000000000007e-01 -7.8917358285802397e-01 -1.4603984369504146e+00 6.1827164194362927e-01
8.3999999999999997e-01 -7.3708766417529525e-01 -1.3718097895464851e+00 5.8006431405684045e-01
8.4999999999999998e-01 -6.8582938960317530e-01 -1.2835616244650565e+00 5.4210844400461455e-01
8.5999999999999999e-01 -6.3537069692441506e-01 -1.1956535972601197e+00 5.0439923831907685e-01
8.7000000000000000e-01 -5.8568490033831055e-01 -1.1080851129674576e+00 4.6693204953015882e-01
8.8000000000000000e-01 -5.3674660343849767e-01 -1.0208553519464032e+00 4.2970237026854857e-01
8.9000000000000001e-01 -4.8853161887351965e-01 -9.3396329322936833e-01 3.9270582765225204e-01
9.0000000000000002e-01 -4.4101689408947570e-01 -8.4740773563557048e-01 3.5593817794216515e-01
9.1000000000000003e-01 -3.9418044261566992e-01 -7.6118731687660901e-01 3.1939530145255263e-01
9.2000000000000004e-01 -3.4800128040871109e-01 -6.7530053085627484e-01 2.8307319770316880e-01
9.3000000000000005e-01 -3.0245936681886620e-01 -5.8974574334479390e-01 2.4696798080028393e-01
9.4000000000000006e-01 -2.5753554978541920e-01 -5.0452120618814578e-01 2.1107587503463665e-01
9.5000000000000007e-01 -2.1321151490599283e-01 -4.1962507019588047e-01 1.7539321068487271e-01
9.5999999999999996e-01 -1.6946973805884474e-01 -3.3505539683562768e-01 1.3991642001568574e-01
9.6999999999999997e-01 -1.2629344128752590e-01 -2.5081016884903123e-01 1.0464203346042071e-01
9.7999999999999998e-01 -8.3666551684468279e-02 -1.6688729989193898e-01 6.9566675978600973e-02
9.8999999999999999e-01 -4.1573663034362100e-02 -8.3284643291067051e-02 3.4687063579021259e-02
1.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00
