101 2.8574023583857423e-03
0.0000000000000000e+00 -3.6172702280918199e-12
1.0000000000000000e-02 2.6782284475246620e+00
2.0000000000000000e-02 5.2267281734088096e+00
2.9999999999999999e-02 7.6627024783750679e+00
4.0000000000000001e-02 9.9998584121632739e+00
5.0000000000000003e-02 1.2249327400781572e+01
5.9999999999999998e-02 1.4420295825304663e+01
7.0000000000000007e-02 1.6520449987878525e+01
8.0000000000000002e-02 1.8556298171356516e+01
8.9999999999999997e-02 2.0533408901952569e+01
1.0000000000000001e-01 2.2456590616038170e+01
1.1000000000000000e-01 2.4330029436764413e+01
1.2000000000000000e-01 2.6157396413220315e+01
1.3000000000000000e-01 2.7941932108528746e+01
1.4000000000000001e-01 2.9686514123662288e+01
1.4999999999999999e-01 3.1393711584807065e+01
1.6000000000000000e-01 3.3065829544529826e+01
1.7000000000000001e-01 3.4704945488979654e+01
1.7999999999999999e-01 3.6312939601551896e+01
1.9000000000000000e-01 3.7891520040509462e+01
2.0000000000000001e-01 3.9442244199267542e+01
2.0999999999999999e-01 4.0966536703183003e+01
2.2000000000000000e-01 4.2465704735007947e+01
2.3000000000000001e-01 4.3940951158223861e+01
2.3999999999999999e-01 4.5393385813073678e+01
2.5000000000000000e-01 4.6824035286968140e+01
2.6000000000000001e-01 4.8233851403791427e+01
2.7000000000000002e-01 4.9623718631620555e+01
2.8000000000000003e-01 5.0982233494097706e+01
2.8999999999999998e-01 5.2273162549187141e+01
2.9999999999999999e-01 5.3505689493975332e+01
3.1000000000000000e-01 5.4687089308645099e+01
3.2000000000000001e-01 5.5823241388796049e+01
3.3000000000000002e-01 5.6918977862777766e+01
3.4000000000000002e-01 5.7978327518189793e+01
3.5000000000000003e-01 5.9004691205618698e+01
3.5999999999999999e-01 6.0000970873419504e+01
3.7000000000000000e-01 6.0969666389534872e+01
3.8000000000000000e-01 6.1912949465829783e+01
3.9000000000000001e-01 6.2832720974830359e+01
4.0000000000000002e-01 6.3730656003375834e+01
4.1000000000000003e-01 6.4608239705196368e+01
4.1999999999999998e-01 6.5466796149890001e+01
4.2999999999999999e-01 6.6307511771216738e+01
4.4000000000000000e-01 6.7131454601303119e+01
4.5000000000000001e-01 6.7939590181021998e+01
4.6000000000000002e-01 6.8732794822725140e+01
4.7000000000000003e-01 6.9511866744712322e+01
4.7999999999999998e-01 7.0277535480539115e+01
4.8999999999999999e-01 7.1030469879026114e+01
5.0000000000000000e-01 7.1771284944679294e+01
5.1000000000000001e-01 7.2500547717566761e+01
5.2000000000000002e-01 7.3218782352536564e+01
5.3000000000000003e-01 7.3926474527128448e+01
5.4000000000000004e-01 7.4624075283537593e+01
5.5000000000000004e-01 7.5312004390986715e+01
5.6000000000000005e-01 7.5990653299709024e+01
5.7000000000000006e-01 7.6660387745579186e+01
5.7999999999999996e-01 7.7321550054600351e+01
5.8999999999999997e-01 7.7974461188468098e+01
5.9999999999999998e-01 7.8619422565904003e+01
6.0999999999999999e-01 7.9256717689088390e+01
6.2000000000000000e-01 7.9886613600092886e+01
6.3000000000000000e-01 8.0509362188538674e+01
6.4000000000000001e-01 8.1125201368643957e+01
6.5000000000000002e-01 8.1734356141259767e+01
6.6000000000000003e-01 8.2337039554338403e+01
6.7000000000000004e-01 8.2933453573459900e+01
6.8000000000000005e-01 8.3523789872501425e+01
6.9000000000000006e-01 8.4108230553224743e+01
7.0000000000000007e-01 8.4686948801439357e+01
7.0999999999999996e-01 8.5260109486443142e+01
7.1999999999999997e-01 8.5827869709620657e+01
7.2999999999999998e-01 8.6390379307372427e+01
7.3999999999999999e-01 8.6947781312937565e+01
7.5000000000000000e-01 8.7500212381143271e+01
7.6000000000000001e-01 8.8047803179654821e+01
7.7000000000000002e-01 8.8590678749899894e+01
7.8000000000000003e-01 8.9128958840491464e+01
7.9000000000000004e-01 8.9662758215667893e+01
8.0000000000000004e-01 9.0192186941000884e+01
8.1000000000000005e-01 9.0717350648385718e+01
8.2000000000000006e-01 9.1238350782121387e+01
8.3000000000000007e-01 9.1755284827703647e+01
8.3999999999999997e-01 9.2268246524792971e+01
8.4999999999999998e-01 9.2777326065674814e+01
8.5999999999999999e-01 9.3282610280402167e+01
8.7000000000000000e-01 9.3784182809696617e+01
8.8000000000000000e-01 9.4282124266582940e+01
8.9000000000000001e-01 9.4776512387641716e+01
9.0000000000000002e-01 9.5267422174683460e+01
9.1000000000000003e-01 9.5754926027575451e+01
9.2000000000000004e-01 9.6239093868887409e+01
9.3000000000000005e-01 9.6719993260963363e+01
9.4000000000000006e-01 9.7197689515974886e+01
9.5000000000000007e-01 9.7672245799463170e+01
9.5999999999999996e-01 9.8143723227834599e+01
9.6999999999999997e-01 9.8612180960236145e+01
9.7999999999999998e-01 9.9077676285201022e+01
9.8999999999999999e-01 9.9540264702424523e+01
1.0000000000000000e+00 1.0000000000000000e+02
